ID,label,tanggal,judul,narasi,nama file gambar
422277,1,19/11/2018,Timor Leste Mau Kembali Bergabung Dengan Indonesia Sekarang,"Sumber-sumber tersebut menyebutkan hal yang sama, yakni keinginan Timor Leste kembali bergabung dengan Indonesia. Kutipan yang digunakan ialah pernyataan Xanana Gusmao, Timor Leste harus bergabung dengan Indonesia. Kami butuh pemimpin baru.",422277.jpg
930166,1,22/11/2018,"Siswi SMP 3 Puyung yang Terjatuh Saat Melakukan Aksi Jumping Motor, Meninggal Dunia","Barusan liat berita di facebook, katanya si anak tsb yg terjungkal meninggal ditempat. Patah tulang leher,",930166.png
348533,1,23/11/2018,Saat Ini PT Angkasa Pura II sedang Melakukan Perekrutan Karyawan,"Dengan Hormat, Berdasarkan hasil evaluasi awal Tim Recruitment Section Department Of Human Resources Devolepment terhadap lamaran pekerjaan saudara/(i) dengan ini kami menyatakan telah memenuhi persyaratan administrasi dan kualifikasi, dan saudara/(i) berhak untuk mengikuti tahapan seleksi PT Angkasa Pura II (Persero)",348533.png
643445,1,23/11/2018,Petugas Operator Tipu Pengguna Jalan Tol,"Buat yg suka lewat tol

????INFO????

Copas.

Hati2 penguna etoll card .di tol JORR ,",643445.jpg
209259,1,26/11/2018,Ada Beberapa Tempat Menginap Gratis untuk Peserta Reuni Alumni 212,"INFO UNTUK PERSIAPAN : buat rekan2 dari luar kota yg membutuhkan tempat nginap, berikut ini ada beberapa info dari rekan2 jkt yg menawarkan tempat sbb:
Assalamualaikum wr wb",209259.png
921960,1,26/11/2018,TERDUGA PENCULIKAN ANAK DITANGKAP DI ACEH,Nyan pancuri aneuk miet di mantang reudep,921960.jpg
938347,0,26/11/2018,"Klarifikasi Polri Terkait Isu Jenderal Tito ke Mekkah, Arab Saudi","Hoaks. Sumbernya nggak jelas. Jangan mudah terpancing sama info-info yang tidak jelas sumbernya,",938347.png
176477,1,27/11/2018,ARTIS AGNEZ MO MENINGGAL AKIBAT DIBUNUH,"Beberapa hari tak keluar rumah, Agnez Mo ditemukan tewas di salon",176477.jpg
749922,0,27/11/2018,PIHAK KEPOLISIAN KALSEL AMANKAN PENYEBAR HOAKS PEMBUNUHAN LEVIE PRISILIA,"Wakapolda Kalsel, Brigjen Aneka Pristafuddin: Kita amankan pemuda berinisial MR dimana yang bersangkutan kita amankan terkait dengan berita yang dibuat olehnya yang menghubungkan dua kejadian yang berbeda dan tidak ada kaitannya sama sekali,",749922.jpg
528724,1,28/11/2018,Dahnil Anzar Dilarang Paspampres Masuk ke Ruangan Muktamar ke-XVII Pemuda Muhammadiyah di UMY Bantul,"Barusan dapat info, Dahnil Anzar dkk (pendukungnya) dilarang Paspampes masuk ke arena Muktamar Pemuda Muhammadiyah di Jogja, yg siang ini dihadiri Jokowi. Ohlala.makin lucu (atau ngawur?) negeri ini. Ada kegiatan, yg punya hajat kok malah dilarang mengikuti acara gara2 tak sekubu dg presiden. Dunia sdh terbolak balik",528724.png
799064,1,28/11/2018,Bendungan Katulampa Jebol Pada 27 November 2018,"Info dr pudek BMKG bogor

Katulampa jebol, Jakarta kemungkinan bisa banjir, kalau ada keluarga yang kerja di wilayah jabodetabek kabarin, diperkirakan air sampai jakarta +/- 6 jam lagi info dr temen yg di bogor barusan kira2 sejam yg lalu jadi untuk malam ini klo bisa balik ke rumah jangan terlalu malam.. perkiraan 6 jam air sampai jakarta",799064.jpg
110914,1,30/11/2018,Mobil Avanza Masuk Makam di Sukorejo Dikarenakan Hal Mistis,"Avanza tadi malam
Supirnya digoda cewek, diajak mampir kerumahnya dan disuruh nginep
Pager sekelilingnya masih utuh
Hantu milenial suka avanza hehehehe",110914.png
618815,0,01/12/2018,Klarifikasi BPN Prabowo - Sandi tentang Situs KTP Prabowo,"KTP Prabowo itu bukan dari BPN Prabowo-Sandi. Itu tidak resmi dari kami, tim sukses. Infonya dari relawan,",618815.png
12594,1,03/12/2018,Puan Maharani Buka Posko Logistik di Reuni 212,"INFO. BUAT ALUMNI 212 HARAP HINDARI POSKO 14 DI MONAS, POSKO 14 MILIK PUAN MAHARANI YANG MENUJU KE ISTIQLAL. SEBARKAN AGAR JAMAAH YANG LAIN TAU",12594.png
667953,0,03/12/2018,Penjelasan Polresta Surabaya dan Ketua Front Mahasiswa Nasional  Surabaya Terkait Informasi 2 Mahasiswa Non-Papua yang Hilang Pasca Penggerebekan,"Dua kawan kami, Arifin (@soloberlawan_) dan Fachri (FMN) hilang setelah penggrebekan dan penangkapan yang dilakukan oleh aparat kepolisian Surabaya di asrama Papua Surabaya.
Saat penangkapan di Asrama Mahasiswa Papua semalam, 2 orang non-Papua atas nama Fahri & Arifin bersolidaritas dikabarkan HILANG. Seorang saksi mengatakan saat polisi datang, mereka diseret dan dipisahkan dari barisan mahasiswa Papua, serta tak ada kabar hingga saat ini.
#PembebasanNasional",667953.png
348456,1,04/12/2018,Karni Ilyas Dipanggil Istana Presiden Jokowi Usai Tv One Siarkan Langsung Reuni Akbar 212,Sekilas Info: TV One di panggil di ISTANA. Krn SIARAN Live REUNI 212. Kita DOAkan Semoga Bang KARNI ILYAS baik2 saja. Aamiin Yaa Robbal Aalamiin.,348456.png
102689,1,07/12/2018,Foto Prabowo Berpakaian Uskup di Gereja,"Ini gambar hoax bukan ya???. Kalau seandainya benar, kasihan agama jadi komuditas politik saja padahal gak usah gini2 banget Pak @Jokowi muslim sejati juga di cintai Nasrani orang di pilih karena kualitas nya bukan spt ini.",102689.png
569632,1,07/12/2018,Maruf Amin Sakit Parah Karena Terjatuh,"Dengar Berita Kyai MAARUF AMIN Sakit Jatuh di kamar mandi & gk bisa melaksanakan Tugas2 Besar sbg CAWAPRES,",569632.jpg
831770,1,08/12/2018,"Hayo Nusron Kamu Bisa, Bawa Pasukan Banser","Hayo Nusron Kamu Bisa, Bawa Pasukan Banser",831770.png
741656,0,09/12/2018,Klarifikasi Polri dan KPK Terkait Kabar Kabareskrim Bongkar Rekening Gendut Ketua KPK,Itu hoax banget,741656.png
299282,1,10/12/2018,40 Narapidana Kabur Dari Rutan Sialang Bungkuk Pekanbaru,"[9/12 18:07] HUMAS POLDA RIAU: Sekedar info buat semua :

Telah lepas napi sialang bungkuk sore ini sekitar 40 orang, dimohon untuk waspada, menutup rapat rumah masing-masing, bila ada orang yg tak dikenal jangan di dekati dan layani, bisa jadi mereka mencari sandera utk bisa lepas lebih jauh, info dari adek tugas di brimob, bisa jadi tidak di sebar luas oleh pihak aparat",299282.jpg
561415,0,12/12/2018,Klarifikasi Kepolisian Terkait Aturan Kendaraan Bermotor yang STNK Mati Selama 2 tahun Menjadi Bodong,"Untuk aturan itu (penghapusan data registrasi kendaraan) belum kita operasionalkan. Kalau itu diberlakukan, pasti ada peringatan dan sosialisasi ke masyarakat dulu,",561415.png
921858,2,13/12/2018,Air Selokan di Malang Berwarna Hijau Toska,"Pagi ini selokan di depan dealer Suzuki UMC, warnanya kok hijau. Pencemaran?",921858.png
774402,1,13/12/2018,Balada kaleng krupuk 2 minggu tdk laku,"Balada kaleng krupuk 2 minggu tdk laku
Krupuknya mlempem kayak orangnya.",774402.png
684281,1,14/12/2018,Lingkaran Merah Di Tabung LPG Berubah Warna Hitam Penanda Tabung Akan Meledak,"Assalamualaikum wr wrb.

Selamat sore sahabat q.",684281.jpg
823543,1,15/12/2018,Foto Prabowo Berpakaian Pendeta,Haleluya. mari kita bersholawat kepada Nabi (Dasar kamprettt..!!!),823543.jpg
364790,1,17/12/2018,Whatsapp Berikan Hadiah Natal Berupa Paket Internet Gratis 35GB dalam 6 Bulan,"WhatsApp: Hadiah Natal
Dapatkan 35 GB internet gratis
www.35GB-4G.id",364790.png
323825,0,17/12/2018,Penjelasan Data dan Fakta dari Pernyataan Djarot Saiful Hidayat yang Membandingkan Kinerja Jokowi dengan SBY soal Pembangunan di Sumut,"Sampai saya tuh berpikir begini, 10 tahun kita membangun, zaman Pak SBY, yang dibangun di Sumatera Utara ini opo? Ora ono? Sing nikmati?",323825.png
12530,1,18/12/2018,BROADCAST WHATSAPP INFO TEST SELEKSI GTT/PTT,"Tabe.. Siapa tahu ada keluargata yg guru SMA, ini ada info",12530.png
299247,0,19/12/2018,Klarifikasi Taman Safari Indonesia Terkait Harbonas Sale Tiket Terusan Panda,"Kami atas nama Taman Safari mengecam keras tindakan tidak bertanggung jawab tersebut. Promo yang disebarkan melalui Instagram @tamansafari bukanlah pihak kami, tidak ada promo seperti itu",299247.png
782570,1,21/12/2018,Sebab Mereka Muslim Ughur adalah Islam,"Jangan Sampai Negara Indonesia Ini dikuasai oleh China.
Lihat Apa yg Mereka Perbuat Terhadap Muslim Ughur Di China.
Dan Kenapa Sepi Pemberitaan.
Sebab Mereka Muslim Ughur adalah Islam
Dan Sungguh Banyak Negara Pembenci Islam yg ingin Menjadikan Ajang Pertumpahan darah di Indonesia ini.",782570.png
127212,0,21/12/2018,"NUNGGAK BPJS TAK BISA URUS SIM-STNK, PIHAK TERKAIT BERIKAN KLARIFIKASI","Penduduk yang belum mendaftarkan diri dan anggota keluarganya setelah tanggal 1 Januari 2019 dikenakan sanksi administrasi berupa PENCABUTAN LAYANAN PUBLIK TERTENTU, meliputi:",127212.jpg
102627,1,22/12/2018,SMS Bencana Akhir Tahun Yang Dikeluarkan BMKG,Perhatian kepada warga Indonesia supaya tanggal 21 sampai akhir bulan Desember supaya senantiasa waspada karena akan ada bencana yang akan menimpa negara Indonesia. Hal ini telah disampaikan oleh anggota BMKG supaya selalu berhati-hati,102627.jpg
610529,1,22/12/2018,Penyamaran Kalian Terbongkar Sudah,Penyamaran Kalian Terbongkar Sudah . Mereka ini Aslinya Militer Dari RRC Masuk Ke Indonesia Nyamar Jadi Pekerja Proyek,610529.png
749794,1,22/12/2018,Tak kuat melihat mu terinjak injak oleh anjing anjing komunis,"Tak kuat melihat mu terinjak injak oleh anjing anjing komunis
Tak sanggup menyaksikanmu terbantai tanpa ampun..",749794.png
364766,1,23/12/2018,Metro TV Sebut Kegiatan Parade Harmoni Ternate adalah Dalam Rangka Menyambut Natal,"Pemirsa, Warga Ternate, Maluku Utara mempunyai cara tersendiri dalam menyambut Hari Raya Natal, mereka menggelar Festival Kebudayaan Ternate Harmoni yang melibatkan semua unsur umat agama di Ternate,",364766.png
12496,1,25/12/2018,Simulasi orang Gila di bawa ke TPS saat pemilu nanti,Simulasi orang Gila di bawa ke TPS saat pemilu nanti.Pertama terjadi Di Dunia.!,12496.png
200922,1,25/12/2018,"KEKEJAMAN DI UIGHUR, MEREKA DISIKSA DAN DIAMBIL ORGAN TUBUHNYA DENGAN PAKSA","KEKEJAMAN DI UIGHUR, MEREKA DISIKSA DAN DIAMBIL ORGAN TUBUHNYA DENGAN PAKSA",200922.png
618711,1,25/12/2018,Salah satu jenis penyiksaan komunis biadap terhadap muslim Uighur..,Salah satu jenis penyiksaan komunis biadap terhadap muslim Uighur..,618711.png
733397,1,25/12/2018,Said Aqil Siroj Dikabarkan Sakit,"Berita duka zait qkil zirod hampir mati sekarang lg setengan mati di kabar kan perud nya membengkak kaki nya gk bs bergrak dan sllu brterian2 histri dan di kabar kan dia mengalami kejang setiap menit nya dan tdk hnya itu di kabar kn dia di serang bisul secara mmbabi buta di bagian prut dan bokong nya secara masal,",733397.png
118983,1,26/12/2018,Jumlah Bencana dari Soeharto hingga Jokowi,"Bencana dari zaman orba sd sekarang
Soeharto (32thn) 96 kali bencana
Gusdur (1thn 8bln) 3 kali bencana
Megawati (3thn ) 14 kali bencana
SBY (10thn) 76 kali bencana
Jokowi (4thn) 332 kali bencana
Sumber :tempo,",118983.png
397517,1,26/12/2018,PEMERINTAH LUNCURKAN ALAT DETEKSI GUNUNG AGUNG,Alat deteksi letusan gunung dipasang pemerintah pusat didesa selat duda seharga 6m .mampu deteksi 2 jam sebelum Meletus.,397517.jpg
708811,1,26/12/2018,BMKG PREDIKSI TSUNAMI AKAN TERJANG BENGKULU,"Info dari BMKG besok diprediksi Bengkulu akan tsunami Tanggal 26 Desember 2018

Tadi aku abis dari pantai, air pantai lah mulai surut hampur ke tengah-tengah laut",708811.jpg
176313,1,27/12/2018,Kinerja Jokowi Bikin UAS Jatuhkan Pilihannya,"Di Portal Daring:

Jakarta  Sikap Ustad Abdul Somad (UAS) menyusul Tuan Guru Bajang(TGB) untuk mendukung Jokowi melanjutkan jabatan sebagai presiden RI karena kinerjanya yang sangat baik.",176313.jpg
938174,1,27/12/2018,Simulasi pencoblosan pemilih Gila #pemilu2019,"Simulasi pencoblosan pemilih Gila #pemilu2019
#NegriGila",938174.png
118965,0,27/12/2018,"MUNCUL ISU AKAN TERJADI GEMPA DI PALU PADA 28 DESEMBER 2018, BMKG ANGKAT BICARA","Kepala Stasiun Geofisika Klas I Palu, Cahyo Nugroho: Isu itu tidak benar atau hoax, belum ada teknologi yang dapat memprediksi akan terjadinya suatu gempa bumi di sebuah wilayah,",118965.png
667828,1,28/12/2018,"Syekh Ali Jaber Merapat Ke Jokowi, Alumni 212 Panas Dingin","Di portal daring:

Syekh Ali Jaber Merapat Ke Jokowi, Alumni 212 Panas Dingin",667828.jpg
381100,1,29/12/2018,"Foto Jari Membentuk Simbol L dari Kader PSI Bersama Relawan Jokowi, Disebut Mulai Stres",PARTAI SILIT ITEM MULAI STRESSSSS AKUT,381100.png
831660,1,29/12/2018,Pramuka Dajjal,"Ap maksudnya coba?

Ini disuruh dipasang/dijahit dibju Pramuka anak kls.6 SD yg akan ikut kegiatan Persami Pramuka. Baru saja dibagikan akhir tahun ini.",831660.png
987312,1,29/12/2018,Penyegelan Masjid di Morowali,"Di Morowali Mandar , masjid ditutup tidak boleh ada sholat lagi . Kalau udah gini , siapa yg tanggung jawab ?",987312.jpg
151725,0,29/12/2018,BMKG: Alat Pendeteksi Tsunami di Selat Sunda Hilang Sejak 2007,"Barbar People

TELAH HILANG ALAT PENGUKUR GELOMBANG DAN ARUS",151725.png
274602,1,30/12/2018,Petik Buah Rambutan Gratis di Kandang Harimau Kebun Binatang Surabaya,"Kebun binatang Surabaya, mulai hari ini bisa petik buah Rambutan gratis.. Tis..!!
Buka dr jam 8.00-17.00
Kereen yo , Suroboyooo rèk",274602.png
848042,1,30/12/2018,Foto Terdapat Simbol Salib di Dada Sandiaga Uno Saat di Gereja,"Katanya ulama? Katanya santri? Ah sudahlah, kelakuan santri dadakan.. #KoalisiPrabohong",848042.png
209060,1,31/12/2018,salam 2 jari kubu Capres-Cawapres 02 mirip salam Dua jari LGBT China,Weleh 3x.ternyata salam 2 jari milik kubu Capres-Cawapres 02 mirip sama persis dengan salam Dua jari dari kaum LGBT di China..,209060.png
708770,1,01/01/2019,kedzoliman rezim pasti terkuak,Scenario Allah lebih sempurnakedzoliman rezim pasti terkuak ??,708770.png
405658,1,02/01/2019,"Foto di Istana Bogor, Bayar Rp. 15 ribu","Duh..Foto Di Istana Bogor Saja Rp 15 Ribu. Saya Gibran Hidayatullah bin Joko Kalijogo. Telah lama saya ingin melihat Istana Bogor, tempat Bung Karno bermuhasabah untuk negeri di awal berdirinya republik ini Sayang mau masuk saja saya perlu menyisihkan uang susuku Rp. 15.000. Bukan saya tak ikhlas gak beli susu karena dipakai beli tiket masuk Istana Bogor Saya penasaran dengan uang anak  anak negeri seusai 3 tahunan, memamg dipakai Pak Presiden, apa ya? Masak mau dipakai bangun tol laut? Mana cukup? Dan kalau iya, masak gak malu sih para pejabat negeri yang berlimpah harta harus Makai uang anak  anak untuk bangun tol laut? Kata ayah saya, nenek moyang negeri ini bangsa adi luhung. Kok sekarang, hatinya pejabat negeri seperti pada mati, ya Ya Allah, luruskanlah negeri ini dari hawa nafsu duniawi yang melalaikanMuaminn",405658.png
348292,1,03/01/2019,Koalisi PKI - P,"Koalisi PKI  P,",348292.png
405642,1,03/01/2019,Kontainer surat suara yang sudah dicoblos,Cek tangkapan layar dan rekaman layar pemutaran audio.,405642.png
790676,1,03/01/2019,Tangkapan Layar di Cuitan Satu lagi kebohongan @sandiuno,"Satu lagi kebohongan @sandiuno .

RT! Agar bangsa ini tercerahkan dan terbebas dari kemungkinan dipimpin para pendusta.",790676.png
929933,1,03/01/2019,TNI-Polri Pose Dua Jari Dukung Prabowo-Sandiaga," TNI, AU, AL kini dah mulai terangan memdukung PrabowoSandi Merdeka AllahuAkbar..",929933.jpg
561282,1,04/01/2019,masa lewat got sampai nyungsep segitunya,"Ada jalan tol om.masa lewat got sampai nyungsep segitunya.gak lucu kelessswkwkkkk

#2019-02 NYUNGSEP",561282.png
364672,1,05/01/2019,Video PANWASLU dan KPU Dibuka Belangnya oleh Anggotanya Sendiri,*PANWASLU dan KPU* dibuka Belangnya di Forum Rapat oleh Anggotanya Sendiri..? *Masih Perlukah Indonesia ada PEMILU ?* *Waspada & Hati2 KPU CURANG & Berpihak* ,364672.jpg
290934,1,06/01/2019,Anggota Panwaslu dan KPU Buka Belang Lembaganya,Anggota Panwaslu dan KPU Buka Belang Lembaganya Dalam Forum Rapat,290934.png
86132,1,07/01/2019,Hoax adalah Berita yang Tidak Sesuai dengan Kepentingan Penguasa,"Hoax adalah Berita yang Tidak Sesuai dengan Kepentingan Penguasa, posting akun Facebook Neng Renny Satriyo (@arini.setyowati), Kamis (3/1)",86132.png
700535,1,07/01/2019,RATU ELIZABETH II MENINGGAL DUNIA,"Death

January 5th 2019

The Queen of England",700535.jpg
217190,1,08/01/2019,Ketua KPU Adalah Saudara Kandung Soe Hok Gie,"Eta terangkanlah.
Arief Budiman (ketua KPU)adalah saudara kandung Soe Hoek Gie, nama lahir Arief Budiman adalah Soe Hok djin..",217190.png
340079,1,08/01/2019,Pekerja Lokal Tambang Nikel Tidak Boleh SHalat Jumat Oleh Perusahaan China.,"Pekerja lokal ditambang nikel morowali tidak boleh sholat Jumat oleh perusahaan Cina. 
Ini baru awal kecil kekuasaan china di Indonesia sebentar lagi akan banyak intimidasi dan larangan yg berlaku utk rakyat Indonesia",340079.png
364658,1,08/01/2019,Pasien Peserta BPJS Rawat Inap Pindah Ke Gerbang Tol,"Besok klu sakit, bangsal pindah ke jalan tol gaes
Masih muat banyak
Gue jg peserta BPJS  hikhikhik ",364658.png
462953,1,08/01/2019,USTAZ ARIFIN ILHAM MENINGGAL DUNIA,"Innalillahi wa innailaihi rojiun, telah wafat ustad Arifin Ilham baru saja.. kabar dari sadara sepupunya KH. Komarudin",462953.jpg
733288,1,08/01/2019,TV Dirusak Karena Pemberitaan Harga BBM Turun 200 Rupiah,"12x naik bbm malam hari diem2 bbm turun 1 x 200 rupiah terus di liput media koar2 
Vanqciattt",733288.png
241763,1,09/01/2019,TERJADI AKSI  BUNUH DIRI DI KAWASAN SUKOHARJO,"Baru terjadi di Solo,depan Mall Hartono.Daerah Ruko Soba Solo.Laki2 dan perempuan bunuh diri",241763.png
741470,1,10/01/2019,Ternyata Prabowo Bisa Ngaji,"Ternyata Prabowo Bisa Ngaji 
Ini buktinya.",741470.jpg
364631,1,11/01/2019,Simbol Jari Telunjuk dan Jempol adalah Dukungan Secara Tak Sadar dari Kampret untuk Jokowi,"Tanpa kampret sadari mereka ikut mendukung jokowi 2 periode Lanjut pret, tulis akun Facebook Harris Ahmad (@harris.asing), Rabu (9/1).",364631.png
667735,0,11/01/2019,"VIRAL FOTO TEBING ULUWATU BALI RETAK, PIHAK PENGELOLA BERIKAN KLARIFIKASI","Manajer Pengelola Objek Wisata Kawasan Luar Pura Uluwatu, I Wayan Wijana: Kami lihat sendiri di lapangan. Kondisi sebenarnya tidak sesuai dengan apa yang terlihat di foto yang viral itu,",667735.jpg
184399,1,12/01/2019,Panglima TNI salam dua jari biarkan cebong bunuh diri,"Panglima TNI salam dua jari.
biarkan cebong bunuh diri hahaha..
laporkan tuh bong",184399.png
241745,1,12/01/2019,Ayo diralat lagi Kebijakannya,"Kejadian kan
Ayo diralat lagi Kebijakannya!!!
Daripada berabe ke depannya",241745.png
880718,1,13/01/2019,Situs OPERAIND,#saveILC,880718.png
651335,1,14/01/2019,Lagi heboh hari ini #putihkansolo,Lagi heboh hari ini #putihkansolo. Periode merusak akan berakhir Rezim the end,651335.png
127036,1,15/01/2019,Pemegang Flyer Bernama Pujiastuti Hastasiwi.,"Setahu saya, pemegang flyer ini namanya Pujiastuti hastasiwi, dia mantan karyawan sy, resign karena ikut suami pindah ke Bekasi. Dan dia lulusan SMEA swasta di daerah Magelang. Resign 2 th yll pada usia 32th",127036.jpg
299066,1,15/01/2019,Jadi sudah tau kan kalau rezim jokowi anti islam,"Jadi sudah tau kan kalau rezim jokowi anti islam
Menggerakan aparat bukanya menjaga pengajian tabligh akbar malah dengan berbagai cara menggagalkan",299066.png
512059,1,15/01/2019,Kapal Tenggelam di Danau Toba,"DANAU TOBA BERDUKA
INNALILLAHI WA INNAILLAHI ROJIUN
Buat rekan2 mari sama sama kita berdoa : baru tenggelam kapal jurusan tiga ras simanindo. muatan penumpang 183 orang. sepeda motor 40. info yang selamat baru 3 orang. kejadian baru aja. semoga semua korban selamat. Aamiin",512059.png
987201,1,15/01/2019,Terdapat Logo UNS pada Flyer Undangan Alumni UNS Mendukung Jokowi - Maruf,"UNS, Universitas Negeri Sebelas Maret, terulis di flyer palsu undangan alumni UNS mendukung Jokowi  Maruf yang disertai logo UNS.",987201.png
749618,1,16/01/2019,Ijazah SMA Presiden Joko Widodo Palsu., Ijazah SMA Negeri 6 Surakarta atas nama Joko Widodo Terbukti adalah Palsu. Mengaku Lulus SMA Tahun 1980 Padahal SMA N 6 Surakarta Berdiri Tahun 1986. Kenapa @KPU_RITidak Verifikasi? By@IreneViena- Chirpstory (link: https://chirpstory.com/li/415381) chirpstory.com/li/415381 lewat @chirpstory.,749618.png
479280,1,17/01/2019,Foto Anak Perempuan yang Dikabarkan Hilang Sekarang Sudah Berada di Polsek Citeureup Bogor, mohon dibantu menyebarkan. Ada anak perempuan usia 4th hilang dan sekarang ada dipolsek citeureup barangkali ada yg kenal bisa langsung datang ke polsek citeureup. Terimakasih,479280.jpg
749617,1,17/01/2019,"Usai Pidato Kebangsaan, Hasil Survei Prabowo - Sandi 67,8%","Setelah smalam paparan pidato kebangsaan PrabowoSandi, ini hasil survei nya, Allahu Akbar",749617.png
45093,1,20/01/2019,Tusuk Gigi dan Kunyit Pendeteksi Borax,"Simbol KB 2JARI di daerah Bantul projotamansari dipaksa tutup terpal. Setdaahudeh kronis amat ame 2JARI, tuh patung kaga salah ape2 lo blongsongi pake terpal kaya buah nangka. Paraah coyy",45093.png
528420,1,20/01/2019,udeh kronis amat ame 2JARI,"PENTING UNTUK PENGGEMAR BAKSO

* Assalamualaikum, Panjenengan penggemar bakso ? Aman nya yg tidak pakai Borax *
* Ayoo BAKSO, mana ? *",528420.png
397335,2,21/01/2019,Saya kira ini tanda-tanda,Kemarin 23 dubes Uni Eropa rapat di markas BPN Prabowo-Sandi. Saya kira ini tanda-tanda. Jokowi Maruf bakal tumbang,397335.png
339998,1,21/01/2019,"Maruf Amin: Jika Saya Kalah, Umat Islam Akan Berdosa dan Masuk Neraka Semua!!","Artikel berjudul Maruf Amin: Jika Saya Kalah, Umat Islam Akan Berdosa dan Masuk Neraka Semua!! berisikan pernyataan yang diklaim sebagai pernyataan Maruf Amin bahwa umat Islam akan malu dan masuk neraka.",339998.jpg
512030,1,21/01/2019,Menko Luhut Cium Kaki Prabowo jika Terpilih Jadi Presiden,"Prabowo bilang utang kita banyak saya, Luhut Binsar Panjaitan, kalau dia bisa jadi presiden, saya cium kakinya, tetapi kalau Jokowi terpilih kembali, kau cium kaki saya",512030.png
626709,1,21/01/2019,Slogan Bersatu Keselamatan No. 1,polisi!!!!!!!! jgn begitulah nanti kami yg hajar kalian,626709.png
847901,1,21/01/2019,Pria Bule yang Hadir pada Debat Pilpres Perdana ialah Konsultan Politik Prabowo - Sandi,"Konsultan dibayar mahal Si asing yang punya kepentingan.. Kok malah wowo dan uno lebih ngalor ngidul, nHoax.. Debat Pilpres, ditonton seluruh rakyat Indonesia kok malah pijet pijetanjoget bak orang stresssss",847901.png
200724,1,22/01/2019,Jadi yang Antek Jongos dan Budak Asing itu siapa?,"Jadi, yang Antek Asing, Jongos Asing dan Budak Asing itu siapa?",200724.jpg
552977,1,22/01/2019,AHOK AKAN BELAJAR KEBIJAKAN PUBLIK KENNEDY CENTER ATAU JOHN F.KENNEDY SCHOOL OF GOVERNMENT DI HARVARD UNIVERSITY,"Halo Ahoker

Ahok hanya akan beberapa hari di Jakarta dengan sedikit agenda publik. Salah satunya wawancara di Metro TV tanggal 26 Januari. Topiknya sudah dipastikan tidak akan menyinggung masalah poltik dan hanya berkisar soal ringan-ringan saja.",552977.png
675852,1,22/01/2019,"PUJI PIDATO PRABOWO, ERDOGAN : SOEKARNO BARU AKAN MUNCUL DI INDONESIA","Dalam sesi wawancara tak resmi, Erdogan memuji Prabowo seperti Soekarno. Sepertinya Soekarno baru akan muncul di Indonesia, ujar Erdogan. Meski tidak menyebutkan nama sosok, diyakini pujian tersebut ditujukan buat Prabowo Subianto. Setelah pidatonya menjadi trending topic di medsos.",675852.png
995347,1,22/01/2019,Pesan Terakhir Seorang Miliarder Bernama Steve Gouves,"Pesan Pesan Steve Guoves ::

Steve Guoves , seorang miliarder berusia 56 tahun, meninggal dunia akibat kanker paskreas. Berikut merupakan kalimat-kalimat terakhirnya:",995347.png
700430,0,22/01/2019,"MUNCUL PESAN BERANTAI AKAN TERJADI PERANG SUSULAN AMBON VS LSM MERAH PUTIH, PIHAK KEPOLISIAN NYATAKAN KONDISI LAPANGAN KONDUSIF","Kabid Humas Polda Metro Jaya, Kombes Pol Argo Yuwono: Hoaks itu. Tidak ada perang atau tawuran seperti yang disebutkan di pesan berantai itu,",700430.jpg
372738,1,23/01/2019,"Artikel Sangat Berharga: Pengakuan Jujur Jusuf Kalla, Perjuangan Moral Jokowi","*ARTIKEL SANGAT BERHARGA*

Pengakuan jujur Jusuf Kalla terhadap keberhasilan Joko Widodo dalam mengelolah negara, sehingga Indonesia perlahan lolos dari beban utang peninggalan era Soeharto dan masa SBY, yang telah membuat Indonesia harus menanggung utang hingga Rp. 6000 triliun dengan dalih subsidi, yang hanya memperkaya dirinya sendiri dan konco-konconya; silahkan membaca tulisan berikut sampai selesai, agar kita paham mengapa kini Indonesia perlahan menjadi negara hebat di Asia dalam kurun waktu yang tidak terlalu lama di era Joko Widodo.",372738.jpg
225276,1,24/01/2019,PWNU JAWA TIMUR SIAP MENANGKAN PRABOWO SANDI,"Wahai saudaraku, saya sekarang berada di depan kantor PWNU Jatim. Ini membuktilan kalau warga NU Jawa Timur mendukung pasangan Prabowo-Sandi,",225276.png
479227,1,24/01/2019,"Video Kapal Tenggelam di Perairan Kangean, Jawa Timur",Mohon Doanya Bagi Para Penumpang Di Kapal Tenggelam. Lokasi Kejadian Di Dekat Pulau Kangean Madura Jatim. Yaa Rabb Selamatkanlah Mereka Dari Musibah,479227.png
585719,1,24/01/2019,Tulisan Lafadz Allah di Tisu Toilet,"Baru-baru ini saya membeli tisu toilet dari Marks & Spencer dan ketika saya membuka salah satunya, itu memiliki nama Allah, seperti yang Anda lihat. Jadi tolong saudara-saudari, jangan beli tisu toilet khusus ini, atau coba boikot Marks & Spencers, karena setiap tisu toilet memiliki nama Allah di atasnya.",585719.png
888829,1,24/01/2019,SURAT UNDANGAN WORKSHOP PENDUKUNG JABATAN FUNGSIONAL PERENCANAAN,Dalam rangka Pembinaan Jabatan Fungsional Perencana (JFP) Bappenas selaku Instansi Pembina JFP bertanggung jawab dalam penyelenggaraan kegiatan pengembangan sumber daya aparatur perencana salah satunya melalui Workshop Pendukung Jabatan Fungsional Perencanaan.,888829.png
