,Dist_Taxi,Dist_Market,Dist_Hospital,Carpet,Builtup,Parking,City_Category,Rainfall,House_Price
682,9329.0,11050.0,12306.0,1607.0,1933.0,Not Provided,CAT A,930,8126000
683,13823.0,16489.0,17178.0,1165.0,1387.0,Not Provided,CAT A,1060,8235000
684,7431.0,11293.0,10991.0,1193.0,1430.0,Covered,CAT A,560,8083000
685,8759.0,12879.0,13776.0,1709.0,2065.0,No Parking,CAT C,670,3061000
686,9420.0,13980.0,13290.0,1525.0,1839.0,No Parking,CAT B,540,5131000
687,7846.0,7486.0,12195.0,1348.0,1623.0,No Parking,CAT A,1010,7294000
689,5038.0,14034.0,11450.0,1132.0,1366.0,Covered,CAT B,1340,5245000
690,5059.0,7402.0,10629.0,1667.0,2020.0,Not Provided,CAT A,980,6607000
691,8012.0,5276.0,11844.0,1427.0,1720.0,No Parking,CAT B,630,4319000
692,4079.0,8940.0,9831.0,1211.0,1447.0,Open,CAT B,1110,4073000
693,8406.0,12039.0,13144.0,1717.0,2048.0,Not Provided,CAT A,700,7853000
694,7408.0,9188.0,12475.0,1766.0,2111.0,No Parking,CAT A,580,9469000
695,7468.0,16525.0,15383.0,1086.0,1299.0,No Parking,CAT B,1050,4440000
696,10985.0,13935.0,16737.0,1410.0,1692.0,Open,CAT A,790,7380000
697,5481.0,13129.0,12275.0,1476.0,1760.0,Not Provided,CAT B,600,3739000
698,6750.0,10899.0,11479.0,1068.0,1278.0,Open,CAT A,440,6412000
699,5874.0,10389.0,8292.0,1485.0,1785.0,Not Provided,CAT A,1340,6616000
700,5627.0,13099.0,10068.0,1461.0,1739.0,Covered,CAT C,1250,2231000
701,3844.0,9029.0,8292.0,1685.0,2010.0,Open,CAT C,990,6238000
702,9209.0,10610.0,13222.0,1624.0,1958.0,Open,CAT A,290,6385000
703,7290.0,8691.0,10953.0,1658.0,2000.0,Not Provided,CAT C,350,3621000
704,8729.0,9922.0,11314.0,1427.0,1677.0,Not Provided,CAT B,210,5459000
705,8861.0,10181.0,15112.0,1755.0,2072.0,No Parking,CAT B,810,6961000
706,6497.0,12467.0,12711.0,1211.0,1472.0,Open,CAT B,790,6539000
707,4697.0,6004.0,10759.0,1591.0,1896.0,Open,CAT A,780,7813000
708,8503.0,6922.0,10746.0,1797.0,2126.0,Open,CAT B,730,5571000
709,12135.0,10244.0,15410.0,1519.0,1823.0,Open,CAT A,1040,6921000
710,8510.0,10041.0,13369.0,1637.0,1958.0,Open,CAT A,760,5994000
711,9597.0,10662.0,11556.0,1451.0,1750.0,Not Provided,CAT A,570,7255000
712,9175.0,11210.0,14991.0,1203.0,1446.0,Open,CAT B,620,4426000
713,5640.0,8331.0,12309.0,1884.0,2262.0,Open,CAT A,310,5691000
714,11607.0,14783.0,16502.0,1540.0,1820.0,Not Provided,CAT B,310,8239000
715,7384.0,9611.0,9463.0,1121.0,1332.0,Not Provided,CAT A,790,5459000
716,10847.0,12430.0,15104.0,1307.0,1562.0,No Parking,CAT A,490,6999000
717,4984.0,9442.0,11597.0,1475.0,1775.0,Covered,CAT B,230,7274000
718,5171.0,10686.0,12522.0,1160.0,1401.0,Open,CAT B,900,3536000
719,11232.0,10818.0,16408.0,1078.0,1276.0,Not Provided,CAT A,640,9437000
720,4229.0,7736.0,11164.0,1191.0,1436.0,Open,CAT B,840,4352000
721,10940.0,8714.0,12405.0,1317.0,1569.0,Covered,CAT C,780,3600000
722,8499.0,7295.0,13189.0,1548.0,1858.0,Not Provided,CAT A,480,9948000
723,9644.0,10754.0,13529.0,1560.0,1883.0,Open,CAT A,1040,8322000
724,6419.0,13341.0,9727.0,1297.0,1529.0,Covered,CAT B,870,5294000
725,10989.0,13153.0,13797.0,1645.0,1958.0,Covered,CAT B,530,9336000
726,13247.0,11126.0,16434.0,1225.0,1455.0,Open,CAT B,750,7359000
727,11487.0,12079.0,14156.0,1421.0,1704.0,Not Provided,CAT B,840,5384000
728,7015.0,10387.0,11876.0,1655.0,1956.0,Open,CAT B,800,4735000
729,8862.0,9304.0,14033.0,1615.0,1928.0,Covered,CAT A,660,6508000
730,7798.0,10244.0,11170.0,1872.0,2262.0,Open,CAT C,560,6205000
731,10300.0,11870.0,15364.0,1317.0,1581.0,Not Provided,CAT C,910,3002000
732,4101.0,13623.0,11261.0,1434.0,1729.0,No Parking,CAT B,480,4951000
733,10947.0,14084.0,16646.0,1791.0,2167.0,Open,CAT A,700,6432000
734,8701.0,8969.0,12290.0,932.0,1120.0,Covered,CAT B,660,3559000
735,5922.0,10858.0,11683.0,1609.0,1924.0,Covered,CAT C,1170,6305000
736,6868.0,11800.0,12496.0,1495.0,1793.0,Open,CAT B,1020,6530000
737,11041.0,11886.0,15799.0,1769.0,2153.0,Not Provided,CAT A,580,6956000
738,5913.0,7138.0,9401.0,1693.0,2032.0,Open,CAT C,610,4191000
739,10073.0,10474.0,13497.0,1247.0,1497.0,Open,CAT B,590,2833000
740,7091.0,9344.0,11297.0,1502.0,1815.0,No Parking,CAT C,190,5598000
741,11849.0,9005.0,14370.0,1360.0,1612.0,Open,CAT B,490,6108000
742,12973.0,15178.0,18836.0,1542.0,1844.0,Open,CAT B,680,5138000
743,7574.0,11711.0,15247.0,1631.0,1947.0,Open,CAT A,670,8441000
744,9085.0,12731.0,14181.0,1246.0,1482.0,Open,CAT B,1070,6068000
745,4301.0,11537.0,10992.0,1990.0,2384.0,Open,CAT B,1110,6469000
746,4203.0,7115.0,8579.0,967.0,1154.0,Open,CAT B,560,4578000
747,6753.0,14224.0,12767.0,1582.0,1894.0,Not Provided,CAT C,1100,4180000
748,7254.0,11059.0,14195.0,1430.0,1743.0,Open,CAT B,970,5323000
750,9173.0,11072.0,14919.0,1827.0,2160.0,No Parking,CAT B,930,3616000
751,6915.0,11441.0,13186.0,1118.0,1338.0,Open,CAT B,1040,4045000
752,9971.0,10233.0,16692.0,1766.0,2109.0,Open,CAT B,1120,5791000
753,9399.0,9367.0,15170.0,1799.0,2173.0,Not Provided,CAT C,910,3628000
754,10130.0,12675.0,16231.0,1167.0,1411.0,Not Provided,CAT C,440,3919000
755,8627.0,12260.0,14990.0,1493.0,1795.0,Not Provided,CAT B,530,6238000
756,10496.0,13162.0,14686.0,1445.0,1734.0,Open,CAT B,900,2147000
757,9258.0,9702.0,15077.0,1033.0,1237.0,Open,CAT C,740,3461000
758,6728.0,9506.0,13849.0,1440.0,1711.0,Covered,CAT A,1020,8812000
759,5262.0,9483.0,11328.0,1487.0,1773.0,Open,CAT B,970,5919000
760,7730.0,7539.0,12454.0,1854.0,2205.0,No Parking,CAT C,890,3629000
761,1241.0,6690.0,6422.0,1748.0,2086.0,Not Provided,CAT B,550,5376000
762,6093.0,7010.0,9201.0,1937.0,2310.0,Open,CAT A,520,6630000
763,8274.0,11673.0,13345.0,1641.0,1999.0,Covered,CAT B,950,9300000
764,10247.0,11917.0,14754.0,1659.0,1999.0,Covered,CAT A,650,6566000
765,4244.0,9371.0,7845.0,1743.0,2061.0,Open,CAT B,860,8193000
766,5097.0,4574.0,9365.0,1449.0,1733.0,Covered,CAT C,320,6006000
767,4917.0,7983.0,8409.0,1098.0,1309.0,No Parking,CAT A,860,5953000
768,6365.0,12640.0,13601.0,1121.0,1351.0,Open,CAT C,900,4638000
769,5951.0,9976.0,9312.0,1526.0,1858.0,Open,CAT A,550,7620000
770,8074.0,11854.0,13745.0,1358.0,1645.0,Not Provided,CAT C,770,5686000
771,8985.0,14620.0,15158.0,1336.0,1616.0,Open,CAT B,710,8662000
772,5217.0,9329.0,10885.0,1502.0,1802.0,No Parking,CAT B,840,4973000
773,8541.0,12045.0,14243.0,1534.0,1858.0,Open,CAT A,860,8837000
774,7067.0,10289.0,15577.0,1418.0,1699.0,No Parking,CAT B,870,4916000
775,5947.0,12991.0,10227.0,854.0,1018.0,Not Provided,CAT A,660,7774000
776,7374.0,11516.0,14480.0,1450.0,1728.0,Not Provided,CAT C,930,3856000
777,9404.0,11783.0,13882.0,1474.0,1776.0,No Parking,CAT A,1020,5199000
778,11446.0,12213.0,16569.0,1524.0,1819.0,Open,CAT C,1190,3997000
779,7805.0,9491.0,13544.0,1361.0,1638.0,Open,CAT B,1140,4604000
780,7684.0,7671.0,13192.0,1398.0,1683.0,Open,CAT B,490,4950000
781,7646.0,11556.0,12778.0,1085.0,1308.0,Open,CAT B,1170,7667000
782,8618.0,10717.0,12286.0,1660.0,1979.0,Covered,CAT C,480,7580000
783,8104.0,10396.0,15870.0,1648.0,2017.0,No Parking,CAT A,930,8172000
784,11243.0,10747.0,15220.0,1453.0,1749.0,Covered,CAT B,890,5844000
785,11436.0,11270.0,15073.0,1323.0,1591.0,Not Provided,CAT A,680,8572000
786,12794.0,11457.0,16229.0,1385.0,1643.0,No Parking,CAT C,740,7094000
787,12095.0,9405.0,14191.0,1250.0,1506.0,Covered,CAT B,990,6242000
788,9585.0,14223.0,15252.0,1389.0,1683.0,No Parking,CAT B,680,5688000
789,12262.0,12066.0,13268.0,1486.0,1758.0,Not Provided,CAT A,820,10182000
790,7376.0,12607.0,11282.0,1655.0,1993.0,Not Provided,CAT A,440,8689000
791,14470.0,14517.0,18178.0,1645.0,1963.0,Open,CAT C,900,4730000
792,10178.0,7223.0,14855.0,1464.0,1771.0,No Parking,CAT C,1080,3127000
793,10532.0,12849.0,17962.0,1197.0,1428.0,Not Provided,CAT B,830,6541000
795,7089.0,11023.0,13672.0,1878.0,2264.0,Not Provided,CAT A,310,5420000
796,6944.0,12427.0,12710.0,1150.0,1378.0,Not Provided,CAT A,730,6739000
797,4937.0,9926.0,12712.0,1562.0,1881.0,Open,CAT B,740,5453000
798,9240.0,9365.0,13101.0,1596.0,1939.0,Not Provided,CAT A,960,7976000
799,8055.0,7191.0,12428.0,1119.0,1345.0,Not Provided,CAT A,790,7806000
800,8872.0,12192.0,14561.0,1116.0,1347.0,Open,CAT A,700,7408000
801,8284.0,13014.0,14525.0,1934.0,2349.0,Open,CAT C,750,5299000
802,6710.0,11558.0,12516.0,1299.0,1540.0,No Parking,CAT A,590,7058000
803,11033.0,9554.0,16471.0,1417.0,1689.0,No Parking,CAT C,570,3431000
804,8603.0,11358.0,12631.0,1235.0,1503.0,Covered,CAT A,660,7416000
805,8975.0,12811.0,15983.0,1497.0,1815.0,Not Provided,CAT B,700,5919000
806,5076.0,12426.0,13916.0,1430.0,1704.0,Not Provided,CAT C,1070,4337000
807,8016.0,11723.0,14084.0,1537.0,1877.0,Open,CAT C,660,1767000
808,10888.0,12334.0,13248.0,1444.0,1742.0,Covered,CAT B,840,5671000
809,11162.0,17227.0,15805.0,1477.0,1798.0,No Parking,CAT C,850,5982000
810,8221.0,10396.0,12215.0,1041.0,1246.0,Open,CAT C,600,3619000
812,3228.0,9427.0,8678.0,1226.0,1472.0,No Parking,CAT A,710,6044000
813,6477.0,12491.0,12168.0,1489.0,1783.0,Open,CAT A,450,7530000
814,5736.0,8874.0,9142.0,1549.0,1871.0,Covered,CAT B,740,7408000
815,7404.0,8906.0,8603.0,1073.0,1280.0,Open,CAT C,1240,6044000
816,3003.0,7425.0,8635.0,1473.0,1785.0,Open,CAT A,570,8072000
817,8912.0,8622.0,12611.0,2013.0,2396.0,Open,CAT C,580,4706000
818,4035.0,5870.0,10523.0,1975.0,2368.0,Covered,CAT A,450,8683000
819,8995.0,10230.0,13308.0,1561.0,1877.0,Covered,CAT A,790,5679000
820,5424.0,6768.0,10459.0,1427.0,1723.0,Not Provided,CAT A,1040,6709000
821,7223.0,14785.0,15856.0,1441.0,1747.0,Not Provided,CAT C,670,4437000
822,8130.0,11848.0,13787.0,1275.0,1548.0,Open,CAT A,370,8297000
823,9054.0,10247.0,13668.0,1574.0,1876.0,Not Provided,CAT A,620,5623000
824,8606.0,14626.0,14267.0,1511.0,1791.0,No Parking,CAT B,1010,5376000
825,10896.0,12078.0,13838.0,1428.0,1713.0,No Parking,CAT C,550,5539000
826,8085.0,14677.0,14071.0,1388.0,1672.0,Open,CAT A,800,7350000
827,8574.0,13442.0,14039.0,1057.0,1280.0,Covered,CAT C,610,4105000
828,7921.0,9155.0,13610.0,1440.0,1747.0,Covered,CAT B,1090,6732000
829,7929.0,13867.0,14846.0,1349.0,1610.0,Open,CAT B,700,6589000
830,12772.0,16247.0,17250.0,1536.0,1808.0,Open,CAT C,830,5638000
831,11719.0,11627.0,16141.0,2019.0,2420.0,Not Provided,CAT B,850,8567000
832,7256.0,6832.0,11747.0,1236.0,1508.0,Covered,CAT B,1260,7083000
833,8441.0,10093.0,13715.0,1436.0,1715.0,Open,CAT B,1030,4818000
834,8607.0,8125.0,10064.0,1862.0,2248.0,Not Provided,CAT B,1160,5191000
835,8598.0,5134.0,9461.0,1200.0,1442.0,Not Provided,CAT C,880,4432000
836,8952.0,10380.0,13594.0,1360.0,1650.0,No Parking,CAT A,420,5894000
837,10180.0,11465.0,14967.0,1722.0,2078.0,Open,CAT A,770,7361000
838,7613.0,12937.0,12438.0,1577.0,1902.0,No Parking,CAT C,910,5406000
839,8681.0,13158.0,15062.0,1850.0,2214.0,Covered,CAT A,1110,8500000
840,3286.0,10258.0,10623.0,1447.0,1730.0,Covered,CAT C,510,4903000
841,6233.0,11562.0,9659.0,1496.0,1800.0,Not Provided,CAT A,780,6330000
842,11977.0,9765.0,13321.0,1679.0,2008.0,Open,CAT A,790,8430000
843,8826.0,7816.0,15012.0,994.0,1194.0,Open,CAT A,1090,8139000
844,10410.0,13110.0,16559.0,1354.0,1635.0,Covered,CAT A,1270,9590000
846,9418.0,9913.0,14103.0,1597.0,1918.0,Open,CAT A,1260,7183000
847,8740.0,10899.0,13447.0,1873.0,2252.0,Covered,CAT C,330,7931000
848,9847.0,12288.0,15977.0,1218.0,1459.0,Open,CAT A,540,8789000
849,8339.0,9392.0,10785.0,1458.0,1746.0,Not Provided,CAT C,720,4861000
850,9721.0,10530.0,14692.0,1546.0,1860.0,Covered,CAT A,670,7316000
851,6988.0,11932.0,12292.0,1608.0,1962.0,Open,CAT B,770,3628000
852,4494.0,9538.0,10227.0,1822.0,2160.0,Open,CAT B,860,4972000
853,8216.0,11665.0,12694.0,1716.0,2038.0,Not Provided,CAT B,410,4440000
854,146.0,1666.0,3227.0,1072.0,1296.0,Open,CAT C,900,4759000
855,10550.0,15272.0,16738.0,1330.0,1604.0,Open,CAT C,480,5146000
856,4894.0,7778.0,11048.0,1588.0,1892.0,Open,CAT C,540,5775000
857,9154.0,10416.0,16288.0,1425.0,1733.0,Open,CAT B,760,6600000
858,7756.0,9038.0,10210.0,1778.0,2133.0,Open,CAT B,280,4595000
859,10662.0,12056.0,16089.0,1363.0,1630.0,Open,CAT C,1120,5390000
860,4385.0,7297.0,9569.0,1609.0,1928.0,Not Provided,CAT C,160,3792000
861,3284.0,7836.0,9240.0,1671.0,2024.0,Not Provided,CAT B,620,6310000
862,10593.0,10246.0,15143.0,1379.0,1636.0,No Parking,CAT C,440,3677000
863,12181.0,15244.0,16983.0,1218.0,1452.0,Covered,CAT C,870,4391000
864,5663.0,11526.0,9346.0,1724.0,2101.0,Open,CAT B,900,6639000
865,3800.0,8105.0,9028.0,986.0,1179.0,Not Provided,CAT B,710,5916000
866,6486.0,4644.0,9312.0,1330.0,1606.0,Covered,CAT C,590,3851000
867,7216.0,12943.0,12133.0,1437.0,1725.0,Open,CAT B,910,4622000
868,7873.0,11161.0,13081.0,1327.0,1609.0,Open,CAT C,1320,4150000
870,4966.0,8278.0,11349.0,1651.0,2009.0,Open,CAT B,1000,5816000
871,8062.0,9702.0,13106.0,1211.0,1462.0,Not Provided,CAT B,670,3853000
872,5000.0,12943.0,14131.0,1916.0,2277.0,Covered,CAT B,610,5588000
873,9858.0,11997.0,16321.0,1638.0,1937.0,Open,CAT A,1050,7094000
874,9855.0,11962.0,15007.0,1172.0,1413.0,Open,CAT B,480,5394000
875,9997.0,12349.0,13043.0,1350.0,1606.0,Covered,CAT A,770,4303000
876,11090.0,10120.0,14193.0,1528.0,1843.0,Covered,CAT C,340,5982000
877,5925.0,9388.0,9735.0,1305.0,1557.0,Covered,CAT B,580,5550000
878,10071.0,12531.0,16707.0,1463.0,1751.0,Not Provided,CAT B,900,4999000
879,9755.0,13857.0,15011.0,1409.0,1727.0,No Parking,CAT B,700,4298000
880,7234.0,11952.0,14681.0,1419.0,1743.0,Not Provided,CAT A,860,6597000
881,6916.0,7956.0,11608.0,1535.0,1819.0,No Parking,CAT A,540,5929000
882,8487.0,13020.0,15515.0,1474.0,1745.0,Not Provided,CAT A,970,6302000
883,13354.0,13720.0,14403.0,919.0,1099.0,Open,CAT B,1560,7381000
884,7315.0,14823.0,12817.0,2067.0,2492.0,Not Provided,CAT C,790,7023000
885,11751.0,12708.0,15442.0,1977.0,2362.0,No Parking,CAT B,1020,5995000
886,6189.0,12084.0,11926.0,1293.0,1558.0,Open,CAT A,790,7810000
887,8572.0,9942.0,14479.0,1477.0,1790.0,Open,CAT C,880,1637000
888,11103.0,12451.0,17711.0,1582.0,1906.0,Covered,CAT A,550,9264000
889,11581.0,11561.0,15935.0,1481.0,1789.0,Not Provided,CAT B,550,6354000
890,10396.0,14997.0,15491.0,1214.0,1455.0,Covered,CAT A,950,8722000
891,7647.0,7118.0,8842.0,1206.0,1460.0,No Parking,CAT B,810,4199000
892,9866.0,10124.0,14776.0,1653.0,1982.0,Covered,CAT A,390,7941000
893,10191.0,9752.0,14157.0,1152.0,1393.0,Not Provided,CAT B,860,5438000
894,8320.0,11644.0,12967.0,1458.0,1757.0,Not Provided,CAT A,850,5860000
895,6096.0,8908.0,12009.0,1249.0,1510.0,Open,CAT B,660,4895000
896,6630.0,10006.0,10402.0,1939.0,2333.0,Not Provided,CAT B,830,4067000
897,6208.0,10158.0,11935.0,1591.0,1919.0,Not Provided,CAT B,640,5234000
898,5243.0,7079.0,8592.0,1180.0,1397.0,Open,CAT C,750,3914000
899,10208.0,12161.0,16663.0,1846.0,2195.0,Open,CAT C,1170,4109000
900,8475.0,8742.0,12781.0,780.0,951.0,Covered,CAT C,790,2560000
901,11805.0,13503.0,16890.0,1565.0,1854.0,Open,CAT A,900,10090000
902,11304.0,17958.0,19046.0,1648.0,1959.0,No Parking,CAT A,370,7708000
903,7767.0,13460.0,9901.0,1775.0,2104.0,Covered,CAT A,980,10515000
904,12834.0,11668.0,17029.0,1439.0,1732.0,Open,CAT A,1170,8058000
905,6171.0,5639.0,10068.0,1487.0,1776.0,Not Provided,CAT C,800,4623000
906,10172.0,12781.0,14850.0,1800.0,2158.0,Open,CAT A,1100,9826000
907,7821.0,14264.0,15354.0,1690.0,2024.0,Not Provided,CAT A,1070,7593000
908,11264.0,12005.0,13876.0,1209.0,1452.0,Open,CAT C,830,5205000
909,7124.0,11688.0,12853.0,1859.0,2222.0,Covered,CAT A,1210,8700000
910,4775.0,6455.0,7672.0,1691.0,2023.0,No Parking,CAT B,540,6027000
911,8650.0,11399.0,11434.0,1259.0,1493.0,Open,CAT A,100,8827000
912,7550.0,12641.0,14060.0,1771.0,2138.0,Not Provided,CAT B,820,5782000
913,8979.0,10075.0,13734.0,1205.0,1468.0,Open,CAT B,1210,6121000
914,9652.0,9102.0,12608.0,1792.0,2131.0,No Parking,CAT A,810,7642000
916,8929.0,12396.0,12930.0,1263.0,1516.0,Covered,CAT A,780,7098000
917,9866.0,11461.0,15834.0,1344.0,1605.0,No Parking,CAT A,1160,7674000
918,10022.0,12911.0,16307.0,1819.0,2187.0,Not Provided,CAT B,590,4792000
919,6741.0,11479.0,11152.0,1357.0,1625.0,Open,CAT A,1140,5216000
920,10840.0,11137.0,15466.0,1396.0,1673.0,Open,CAT C,690,3274000
921,9205.0,10418.0,14496.0,1118.0,1337.0,Open,CAT A,560,7227000
922,9538.0,11551.0,12839.0,1655.0,1986.0,Covered,CAT B,1150,7743000
923,11786.0,13969.0,15519.0,1156.0,1398.0,Open,CAT A,140,9237000
924,9615.0,7904.0,12521.0,1451.0,1734.0,Open,CAT C,670,3488000
925,7176.0,5779.0,12382.0,1539.0,1829.0,Open,CAT B,650,4658000
926,10915.0,17486.0,15964.0,1549.0,1851.0,Not Provided,CAT C,1220,7062000
927,12176.0,8518.0,15673.0,1582.0,1910.0,Covered,CAT C,1080,6639000
928,7214.0,8717.0,10553.0,1387.0,1663.0,Open,CAT A,850,8208000
929,7423.0,11708.0,13220.0,1200.0,1436.0,Open,CAT A,1060,7644000
930,15082.0,14700.0,19617.0,1299.0,1560.0,Open,CAT B,770,9661000
931,9297.0,12537.0,14418.0,1174.0,1429.0,Covered,CAT C,1110,5434000
