Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
6/27/2018,@_andyong_,Andy Ong,Ini berita paling menarik mengenai pilkada hari ini 😅,1.01198E+18,https://regional.kompas.com/read/2018/06/27/21182801/dikira-kopi-petugas-tps-minum-tinta-pemilu,,,0,0,Facebook,212,220,5,,4/27/2009,Purgatory,Nevermind,http://andyong.vsco.co,,View
6/27/2018,@Andrerystian,Andre Ristian,Dari Pilkada 2018 ini terlihat Indonesia semakin dewasa dalam berdemokrasi,1.01198E+18,,,,0,0,Twitter for Android,257,279,0,,1/9/2011,"Bangka Tengah, Bangka Belitung",Dosen Luar Biasa UBB l Staf Ahli Ketua DPRD BABEL,,,View
6/27/2018,@madiun_supe,supe madiun,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/watch?v=d2kyRkbPp3Q&feature=share,,,0,0,IFTTT,189,39,0,,7/11/2017,"Pasar Kliwon, Indonesia",😎,,,View
6/27/2018,@KATADATAcoid,KATADATAcoid,Jumlah Pemilih Tetap di Provinsi Sumatera Utara dalam Pilkada Serentak 2018,1.01198E+18,https://databoks.katadata.co.id/datapublish/2018/06/27/jumlah-pemilih-tetap-di-provinsi-sumatera-utara-dalam-pilkada-serentak-2018,,,0,0,Hootsuite Inc.,23373,320,127,,4/13/2012,Jakarta,Katadata adalah media online terkemuka di Indonesia dan perusahaan riset yang mengkhususkan diri dalam bisnis dan ekonomi.,http://www.katadata.co.id,,View
6/27/2018,@dimasprakbar,IG : dimasakbarz,Hasil pilkada serentak 2018 lagi2 menjadi kuburan bagi lembaga survey. Rendah akurasi tapi dah pada berhasil panen fulus.,1.01198E+18,,,,16,24,Twitter for Android,14785,1078,30,,7/27/2009,Dunia Fana,Jarang membalas mention. Tapi kalo kopdar bisa jadi teman ngobrol yang asyik IG : https://www.instagram.com/dimasakbarz/,https://chirpstory.com/search?q=%40dimasprakbar&t=u,,View
6/27/2018,@kompascom,Kompas.com,Partai Golkar merasa percaya diri dengan kemenangan di sembilan provinsi dari 17 provinsi di mana Golkar mengusung dan mendukung pasangan calon.,1.01198E+18,http://dlvr.it/QYhn0f,,,1,10,dlvr.it,7002812,26,0,✅,3/8/2009,Indonesia,Ketika Perbincangan Dimulai | social@kompas.com | Jernih Melihat Dunia,http://www.kompas.com,,View
6/27/2018,@didings308,Diding Sudrajat,QUICK COUNT PILKADA 2018: Ini Wajah-wajah Pemimpin Baru,1.01198E+18,http://dlvr.it/QYhn0c,,,0,0,dlvr.it,137,602,1,,5/26/2013,Jakarta,Buruh & Pemerhati Kehidupan Sosial.,http://www.didingsudrajat.wordpress.com,,View
6/27/2018,@rmolco,RMOL.CO,16 Daerah Di Pilkada Serentak Masih Lawan Kotak Kosong #KlikRMOL #pilkada,1.01198E+18,http://nusantara.rmol.co/read/2018/06/27/345425/16-Daerah-Di-Pilkada-Serentak-Masih-Lawan-Kotak-Kosong-,,,5,5,RMOL,32983,305,117,✅,12/4/2012,Indonesia,"Akun resmi Kantor Berita Politik Rakyat Merdeka Online (http://RMOL.CO), didedikasikan untuk Indonesia Raya.",http://www.rmol.co,,View
6/27/2018,@indonew5id,indonews,Pantau Pengamanan Pilkada 2018 Panglima TNI video conference dengan Polda dan Kodam di 34 Provinsi,1.01198E+18,http://dlvr.it/QYhmwJ,https://pbs.twimg.com/media/DgtGYHKU0AAunJ8.jpg,,0,0,dlvr.it,23,50,0,,9/18/2017,,,,,View
6/27/2018,@crbberita,cirebonberita.online,"Sejumlah lembaga survei merilis hasil quick count atau hitung cepat di 17 provinsi yang melaksanakan Pilkada Serentak 2018. Di antaranya, Saiful Mujani Research and Consulting (SMRC) dan…",1.01198E+18,https://www.instagram.com/p/BkiBCJOFL6P/?utm_source=ig_twitter_share&igshid=zc02sezne9ns,,,0,0,Instagram,104,1582,0,,7/4/2012,cirebon,Informasi berita sewilayah III Cirebon,http://www.cirebonberita.online,,View
6/27/2018,@polresmadiunkab,polres madiun,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/watch?v=d2kyRkbPp3Q&feature=share,,,0,0,Facebook,147,40,0,,5/30/2017,"Madiun, Indonesia","Call center/WA: 08155611110, http://www.madiun.jatim.polri.go.id",,,View
6/27/2018,@PolsekPlKcng,polsek pilangkenceng,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/attribution_link?a=RHrwU_JH45c&u=%2Fwatch%3Fv%3Dd2kyRkbPp3Q%26feature%3Dshare,,,0,0,IFTTT,7,34,0,,4/5/2018,madiun,"Alamat: JL. Raya Pilangkenceng, Madiun, Jawa Timur 63154 Telepon: (0351) 384321",,,View
6/27/2018,@ngurah_ardana,Made Cepot Guevara,Jumlah Pemilih Tetap di Provinsi Bali dalam Pilkada Serentak 2018 - Databoks,1.01198E+18,https://databoks.katadata.co.id/datapublish/2018/06/27/jumlah-pemilih-tetap-di-provinsi-bali-dalam-pilkada-serentak-2018,,,0,0,Facebook,263,359,1,,2/23/2011,Bumi yg gemah ripah loh jinawi,,,,View
6/27/2018,@polsek_gemarang,polsek gemarang,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/attribution_link?a=RHrwU_JH45c&u=%2Fwatch%3Fv%3Dd2kyRkbPp3Q%26feature%3Dshare,,,0,0,IFTTT,29,38,0,,2/15/2018,gemarang,profesional dan proporsional,,,View
6/27/2018,@PolsekGeger,polsek geger,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/attribution_link?a=RHrwU_JH45c&u=%2Fwatch%3Fv%3Dd2kyRkbPp3Q%26feature%3Dshare,,,0,0,IFTTT,11,35,0,,4/5/2018,madiu,"Alamat: Uteran, Geger, Madiun, Jawa Timur 63171 Telepon: (0351) 367340",,,View
6/27/2018,@polsek_dagangan,polsek dagangan,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/attribution_link?a=RHrwU_JH45c&u=%2Fwatch%3Fv%3Dd2kyRkbPp3Q%26feature%3Dshare,,,0,0,IFTTT,5,36,0,,2/25/2018,"Madiun, Indonesia","Official Account twitter Polsek Dagangan, Resort Madiun, Jawa Timur",,,View
6/27/2018,@Anandaramadani9,Ananda ramadani,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/attribution_link?a=RHrwU_JH45c&u=%2Fwatch%3Fv%3Dd2kyRkbPp3Q%26feature%3Dshare,,,0,0,IFTTT,137,28,0,,5/17/2017,"Jawa Timur, Indonesia",,,,View
6/27/2018,@PolsekKebonsari,Polsek Kebonsari,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/attribution_link?a=RHrwU_JH45c&u=%2Fwatch%3Fv%3Dd2kyRkbPp3Q%26feature%3Dshare,,,0,0,IFTTT,94,38,0,,5/8/2017,Jalan raya Uteran 20 Kebonsari,Polsek Kebonsari Polres Madiun,,,View
6/27/2018,@polsek_mejayan,polsek mejayan,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/attribution_link?a=RHrwU_JH45c&u=%2Fwatch%3Fv%3Dd2kyRkbPp3Q%26feature%3Dshare,,,0,0,IFTTT,70,90,0,,7/21/2017,,,,,View
6/27/2018,@Sek_Dolopo,polsek dolopo,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/attribution_link?a=RHrwU_JH45c&u=%2Fwatch%3Fv%3Dd2kyRkbPp3Q%26feature%3Dshare,,,0,0,IFTTT,26,37,0,,2/25/2018,"Madiun, Indonesia",senyum salam sapa,,,View
6/27/2018,@pem_sekar,Putri sekar pembayun,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/attribution_link?a=RHrwU_JH45c&u=%2Fwatch%3Fv%3Dd2kyRkbPp3Q%26feature%3Dshare,,,0,0,IFTTT,59,28,0,,5/18/2017,,,,,View
6/27/2018,@ShintaFrestesia,shinta frestesia,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/attribution_link?a=RHrwU_JH45c&u=%2Fwatch%3Fv%3Dd2kyRkbPp3Q%26feature%3Dshare,,,0,0,IFTTT,60,26,0,,9/10/2017,Madiun,My name is shinta,,,View
6/27/2018,@Polsek_Saradan,polseksaradan,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/attribution_link?a=RHrwU_JH45c&u=%2Fwatch%3Fv%3Dd2kyRkbPp3Q%26feature%3Dshare,,,0,0,IFTTT,60,84,0,,7/21/2017,"Jawa Timur, Indonesia",,,,View
6/27/2018,@jurnalline_com,Jurnalline.com,Dirut PDAM TB Kota Tangerang Dan Keluarganya Berikan Hak Pilih Suaranya Dalam Pilkada 2018 Kota Tangerang.,1.01198E+18,http://www.jurnalline.com/2018/06/dirut-pdam-tb-kota-tangerang-dan-keluarganya-berikan-hak-pilih-suaranya-dalam-pilkada-2018-kota-tangerang/,https://pbs.twimg.com/media/DgtGM8aUwAEChaX.jpg,,0,0,Twitter for Android,84,333,0,,4/2/2017,"Banten, Indonesia",PT.Jurnalline Cyber Media - JCM,http://www.jurnalline.com,,View
6/27/2018,@polresmadiunkab,polres madiun,TNI - POLRI Siap Mengamankan Pilkada 2018,1.01198E+18,https://www.youtube.com/attribution_link?a=RHrwU_JH45c&u=%2Fwatch%3Fv%3Dd2kyRkbPp3Q%26feature%3Dshare,,,0,0,Facebook,147,40,0,,5/30/2017,"Madiun, Indonesia","Call center/WA: 08155611110, http://www.madiun.jatim.polri.go.id",,,View
6/27/2018,@serambinews,Serambi Indonesia,"#PILKADA ACEH SELATAN | USAI MEMPEROLEH HASIL QUICK COUNT DARI TIM INTERNAL PASANGAN AZAM PIHAKNYA LANSUNG MENGELAR KONFERENSI PERS DI POSKO PEMENANGAN AZAM GAMPONG HULU, KECAMATAN TAPAKTUAN.",1.01198E+18,http://aceh.tribunnews.com/2018/06/27/unggul-hasil-quick-count-azwir-dan-tgk-amran-terharu,,,0,1,Twitter Web Client,76286,1046,144,✅,8/10/2009,Aceh,"Official Twitter Page of Serambi Indonesia, #Aceh Leading NewsPaper | Online | Mobile | Radio @SerambiFM | P +62651635544",http://serambinews.com/,,View
6/27/2018,@ibukotatvnews1,ibukotatvnews,Hasil Pilkada Jawa Barat 2018:  via @YouTube,1.01198E+18,http://youtu.be/C4hdUM1hkQA?a,,,0,0,Google,3,20,0,,11/13/2017,,,,,View
6/27/2018,@armangn8,ArmanGarudaNusantara,"Kemenangan PDIP di 5 Provinsi ini tidak boleh dianggap enteng, apalagi di 5 Provinsi ini PDIP menjadi Partai Pengusung Utama bagi Cagub. Yg justru terkapar di Pilkada 2018 ini adalah Gerindra karena diseluruh Wilayah Jawa Calon yg diusung Gerindra tidak ada satupun yg menang. RT @Zumpio: Jokowi - Demokrat menang. Gerindra dan PDIP terkapar. PKS lumayan dapat tambang. #HasilSementara",1.01198E+18,https://twitter.com/zumpio/status/1011879699364995072,,,1,0,Twitter for iPhone,13044,1467,7,,1/21/2014,"Di bawah langit, di atas tanah",Praktisi Hukum | Tim Debat Nasional Konstitusi MK 2012 | Mantan Koordinator Tim Ahli Bidang Reformasi Birokrasi Menteri PANRB 2014-2016,,,View
6/27/2018,@ceo_analysisRI1,#NgibULANG2014-2019,Baca in @iBon_65 @PuputAyuputr1,1.01198E+18,http://www.nusanews.id/2018/06/loh-quick-count-lkpi-pilkada-jabar.html?m=1,,,1,0,Twitter for Android,718,2597,0,,11/15/2017,,,,,View
6/27/2018,@Media_Oposisi,Media Oposisi,Menanti Hasil Pilkada Dari Balik Jeruji,1.01198E+18,https://www.mediaoposisi.com/2018/06/menanti-hasil-pilkada-dari-balik-jeruju.html,,,0,0,IFTTT,774,819,0,,7/14/2017,,Official Twitter Of Media Oposisi | Membongkar Fakta Blak-Blakan,http://www.mediaoposisi.com,,View
6/27/2018,@GianGolwa,Jaga NKRI!!! 72th,Segera berbenah...,1.01198E+18,"http://rmol.co/amp/2018/06/27/345411/Target-Menang-Pilkada-Meleset,-PDIP-Akui-Kasus-Korupsi-Jadi-Penyebab-?__twitter_impression=true",,,0,0,Twitter for Android,493,205,0,,8/11/2009,"Jakarta, Indonesia","Father, Employee, Enterpreneur, lecturer,.. Whatever you are.. Dont forget to Pray..",,,View
6/27/2018,@John_Nelwan,John Nelwan,Evaluasi Hasil Pilkada Serentak 2018: Pelajaran buat PDI-P: Belajar dari NASDEM dlm hal menentukan dan memutuskan Calon-nya! Jauhkan BIROKRASI pengambilan Keputusan. Percayakan pada DPD utk menentukan CALON2 Pilkada! Keputusan jangan Sentralistik...! ✌️✌️,1.01198E+18,,https://pbs.twimg.com/media/DgtF9KPUYAIXew3.jpg,,16,61,Twitter for iPhone,692,390,1,,12/16/2009,,"Saya Indonesia, Saya Pancasila! Tetap Jokowi 2019.",,,View
6/27/2018,@tidung_woles,TIDUNG WOLES,"Ini Daftar Promo Pilkada 2018 di Tempat Wisata - :  Ini Daftar Promo Pilkada 2018 di Tempat Wisata  , Jakarta - Sejumlah lokasi wisata menawarkan Promo Pilkada…",1.01198E+18,"http://Tempo.co
http://TEMPO.CO
http://dlvr.it/QYhmSr",,,0,0,dlvr.it,552,1973,3,,4/18/2013,Indonesia DKI jakarta ,“Tour n Travel pulau tidung”..sistem boking :WA..085883705003,,,View
6/27/2018,@Yadi_nih,LPBI NU Pontianak,alhamdulillah secara keseluruhan pelaksanaan PILKADA Serentak 2018 wilayah Kec Sungai Kakap berlangsung kondusif... Semoga terus kondusif... Amin,1.01198E+18,,,,0,0,Facebook,241,731,0,,8/23/2011,"ÜT: -0.06598,109.30134",Lagi kena virus...jd kiriman jngan dibuka ya...,,,View
6/27/2018,@e100ss,Radio Suara Surabaya,KPU Jatim : Partisipasi Pemilih di Pilkada Meningkat Jadi 70 Persen. (odp-rt),1.01198E+18,http://kelanakota.suarasurabaya.net/news/2018/205698-KPU-Jatim-:-Partisipasi-Pemilih-di-Pilkada-Meningkat-Jadi-70-Persen,,,4,8,Facebook,710373,36,688,,9/26/2012,"Kota Surabaya, Jawa Timur","Official Twitter Radio Suara Surabaya. We put forward solutions to citizens and empower the public through radio journalism. Our motto:News,Interactive,Solutive",http://www.suarasurabaya.net,,View
6/27/2018,@bhirawaonline,harianbhirawa,"Raih Suara 77.8 Persen, Paslon Tunggal Pilbup Pasuruan Menangi Pilkada",1.01198E+18,http://harianbhirawa.com/2018/06/raih-suara-77-8-persen-paslon-tunggal-pilbup-pasuruan-menangi-pilkada/,https://pbs.twimg.com/media/DgtF1YuUEAUIbKI.jpg,,0,0,WordPress.com,402,12,3,,3/6/2014,Surabaya,Harian Bhirawa adalah nama salah satu surat kabar yang terbit di Surabaya dengan pangsa pasar di kalangan birokrasi.,http://harianbhirawa.co.id,,View
6/27/2018,@mdikifaizal,Mohamad Diki Faizal,Antusiasme anak muda dalam mensukseskan Pilkada Kota Tegal & Jawa Tengah 2018 😎👊,1.01198E+18,,https://pbs.twimg.com/media/DgtFxJzUcAA8lZR.jpg,,0,0,Twitter for Android,181,118,1,,8/26/2012,"Tegal, Jawa Tengah",Javanese-man,,,View
6/27/2018,@jawapos,Jawa Pos,"Libur Nasional Pilkada, Pengusaha Merasa Dirugikan",1.01198E+18,http://jawapos.com/n/223365,,,1,1,Jawapos.com auto tweet,42112,240,146,✅,3/16/2014,"Gedung Graha Pena Lt.9, Jl. Raya Kebayoran Lama No. 12, Kebayoran Lama, Jakarta Selatan, Indonesia 12210",Official Twitter Account of Jawa Pos | The Biggest Newspaper in Indonesia | Unduh Apps JawaPos disini http://bit.ly/2Km5iSp,https://jawapos.com,,View
6/27/2018,@elfizal,ElSang,#QCLKPIMenangkanAsyik Berani beda itu HEBAT! Klaim berbeda hasil QC oleh LKPI patut diapresiasi Biarlah RealCount yg akan memutuskan.. Loh! Quick Count LKPI Pilkada Jabar: Pemenangnya Bukan Kang Emil  #2019GantiPresiden,1.01198E+18,http://www.nusanews.id/2018/06/loh-quick-count-lkpi-pilkada-jabar.html,,,102,134,Twitter for Android,12588,3261,36,,1/21/2010,Selalu dihatimu,Pembela kebenaran (M)oga (E)ngkau Mamp(U) (T)egakkan amanah (U)mat & (A)lla(h) Bagaikan Fajar yg menyingsing (meninggi) terangi alam semesta,,,View
6/27/2018,@kangyusdi,Kang Yusdi,"Setelah pesta pilkada 2018 usai, saatnya kini bersih2 rumah dan menata kembali rencana pembangunan di masing2 daerah. Setelah dilantik nanti, smg semua kepala daerah terpilih, bisa menjalankan amanah ini dgn baik dan tidak melakukan korupsi...",1.01198E+18,,,,0,1,Twitter for Android,3129,2035,4,,1/16/2011,Jakarta,💢 Political Advisor 🌐 Public Policy & Social Researcher 💥 Sociologist 🎓 PhD Candidate,,,View
6/27/2018,@kompascom,Kompas.com,"Ditahan KPK, Petahana Syahri Mulyo Unggul di Pilkada Tulungagung",1.01198E+18,http://regional.kompas.com/read/2018/06/27/21192891/ditahan-kpk-petahana-syahri-mulyo-unggul-di-pilk,,,2,4,MyKompas,7002813,26,0,✅,3/8/2009,Indonesia,Ketika Perbincangan Dimulai | social@kompas.com | Jernih Melihat Dunia,http://www.kompas.com,,View
6/27/2018,@broirawan,BJ IRAWAN,"Data hitung cepat (quick count) Pilkada serentak 2018 menunjukkan angka perolehan suara masing-masing kandidat, yang sebagian kandidat selisihnya tipis. Namun, undang-undang menetapkan…",1.01198E+18,https://www.instagram.com/p/BkiAmrKhobh/?utm_source=ig_twitter_share&igshid=1611yp56edd3g,,,0,0,Instagram,7580,525,11,,2/6/2012,"DKI Jakarta, Indonesia",📝 a freelance writer • #broirawan #trisnaindonesia #muslimindonesiacerdas •,,,View
6/27/2018,@liputan6dotcom,Liputan6.com,"Gelar Pilkada Serentak 2018, KPU Kota Cirebon Siapkan Hadiah Jutaan Rupiah",1.01198E+18,https://www.liputan6.com/regional/read/3570639/gelar-pilkada-serentak-2018-kpu-kota-cirebon-siapkan-hadiah-jutaan-rupiah?Echobox=1530097136#utm_term=Autofeed&utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter,,,2,2,Echobox Social,3379813,748,4767,✅,6/16/2009,Jakarta Indonesia,Download Apps http://Liputan6.com di sini http://bit.ly/Lip6Apps Contact us: socialmedia@liputan6.com,http://www.liputan6.com,,View
6/27/2018,@randysaputrakur,Randy Saputra Kurniawan,Lagu tentang Pilkada 2018 (ini adalah thread) : Jawa Tengah :,1.01198E+18,https://www.youtube.com/watch?v=K_PQ4fRQ5Kc,,,0,0,Twitter Web Client,15,177,0,,5/28/2018,"Seattle, WA",Sedang Mencoba Menikmati Kesenian,,,View
6/27/2018,@jabarnewss,Jabar News,"Menang Quick Count, Emil : Ini Takdir Allah  #pilkada #bandung #headline",1.01198E+18,"http://JabarNews.com
https://goo.gl/fb/jpZLrF",,,0,0,Google,1131,1493,13,,2/26/2015,Bandung,Digital Journalis,http://www.jabarnews.com/,,View
6/27/2018,@Alfianzainal,KOYAN,10 TPS Unik Selama Pilkada Serentak 2018,1.01198E+18,http://dlvr.it/QYhldv,https://pbs.twimg.com/media/DgtFN7vVMAQoD1L.jpg,,0,0,dlvr.it,1209,902,22,,8/4/2009,Indonesia,to be do be do beng beng,,,View
6/27/2018,@CelotehSurabaya,CelotehSurabaya,"Merasa telah Menang di Pilkada Tulungagung, Pendukung Sahto Ramai-ramai Cukur Gundul",1.01198E+18,http://dlvr.it/QYhlV4,,,0,0,dlvr.it,204,63,4,,1/28/2013,Surabaya City,Berita Paling Anyar Seputaran Surabaya Khususnya dan Jawa Timur Hanya di @CelotehSurabaya,,,View
6/27/2018,@CelotehSurabaya,CelotehSurabaya,"Beberapa TPS Unik Mewarnai Pilkada 2018, Dari yang Bertema Pernikahan Hingga yang Menyeramkan",1.01198E+18,http://dlvr.it/QYhlTF,,,0,0,dlvr.it,204,63,4,,1/28/2013,Surabaya City,Berita Paling Anyar Seputaran Surabaya Khususnya dan Jawa Timur Hanya di @CelotehSurabaya,,,View
6/27/2018,@Kedaipetualang,Kedaipetualang.com,"Pilkada Bantaeng, Quick Count JSI: Ilham Azikin Unggul",1.01198E+18,http://www.tilik.id/read/2018/06/27/4030/pilkada-bantaeng-quick-count-jsi:-ilham-azikin-unggul,,,0,0,Twitter Web Client,27739,20789,42,,11/18/2010,Jakarta,Akun resmi http://Kedaipetualang.com Berbagi cerita &menjual produk petualangan via online kontak wa : 081213145528,http://www.kedaipetualang.com,,View
6/27/2018,@cistik_sayur,CISTIK SAYURAN,"beja terkini Bewara: Pantau Pilkada Serentak 2018, Pejabat Turun ke Daerah, Jokowi Berdiam di Istana Bogor  . Thx 4 click thx 4 click",1.01198E+18,http://dlvr.it/QYhlJM,https://pbs.twimg.com/media/DgtFELXVMAALAQn.jpg,,0,0,dlvr.it,85,23,2,,3/26/2010,west java.bdg ,"@cistik_sayur the healthy Vegy Cheese Stick (cistik sayuran) as seen on TransTv, RCTI, SCTV, B Cannel. krupuk seblak, gurilem, cangkir enamel dll",http://cistiksayur.weebly.com,,View
6/27/2018,@acehlicious,acehlicious,Bintang/Salmaza Unggul Sementara di Quick Count Kawal Pilkada Mahasiswa,1.01198E+18,http://dlvr.it/QYhlJQ,,,0,0,dlvr.it,531,369,1,,11/15/2013,Aceh,info tentang Aceh semua ada di @acehlicious,,,View
6/27/2018,@rendra_fr1924,#DakwahTanpaKekerasan,Menanti Hasil Pilkada Dari Balik Jeruju,1.01198E+18,http://dlvr.it/QYhl5B,https://pbs.twimg.com/media/DgtFD5uUcAAU772.jpg,,0,0,dlvr.it,237,207,0,,3/2/2013,"Bogor, Jawa Barat","Yuk menjadi pribadi yang terus menebar kebaikan dan amal jariyah. Keep istiqomah, dalam taqwa dan dakwah. #IslamSelamatkanNegeri",http://rendra-fr.blogspot.com,,View
6/27/2018,@Ngupin9,#TangkapSukmawati,Menanti Hasil Pilkada Dari Balik Jeruju,1.01198E+18,http://dlvr.it/QYhl74,https://pbs.twimg.com/media/DgtFD4sU0AAksTp.jpg,,0,0,dlvr.it,499,288,0,,8/3/2017,Indonesia,#2019GantiPresiden,,,View
6/27/2018,@Masyumiy,#2019GantiPresiden,Menanti Hasil Pilkada Dari Balik Jeruju,1.01198E+18,http://dlvr.it/QYhl6W,https://pbs.twimg.com/media/DgtFDylUYAIv0wt.jpg,,0,0,dlvr.it,235,188,0,,9/25/2009,Jakarta,,,,View
6/27/2018,@wargakudus,"Ig, WargaKudus","Quick Count TOP, Paslon Tamzil-Hartopo Menangi Pilkada Kudus",1.01198E+18,http://jateng.tribunnews.com/2018/06/27/quick-count-top-paslon-tamzil-hartopo-menangi-pilkada-kudus,,,0,0,Twitter for Android,1167,79,5,,7/28/2015,"Kudus, Jawa Tengah","tempat aspirasi untuk warga kudus tercinta, berbagi informasi seputar berita kudus | Independent | IG @wargakudus | kontak info.wargakudus@gmail.com",https://www.instagram.com/wargakudus,,View
6/27/2018,@Tribun_Manado,Tribun Manado,"Inilah Perolehan Suara Sementara di Pilkada Minahasa Versi Portal KPU, 7 Kecamatan Belum Masuk  lewat @Tribun_Manado",1.01198E+18,http://manado.tribunnews.com/2018/06/27/inilah-perolehan-suara-sementara-di-pilkada-minahasa-versi-portal-kpu-7-kecamatan-belum-masuk,,,0,1,Twitter Web Client,76168,1399,120,,6/3/2010,Jl AA Maramis Kairagi 2,"Official Twitter of TRIBUN Manado | Berita Terkini Seputar Sulawesi Utara | Email: redaksi@tribunmanado.co.id , tribunmanado01@gmail.com",http://www.tribunmanado.co.id,,View
6/27/2018,@amrudinnejad1,Amrudin Nejad,"Suasana Pilkada serentak Tahun 2018 ini Alhamdulillah Damai, yang panas dan ramai cuman di WAG. #PilkadaDamai",1.01198E+18,,,,6,16,Twitter for Android,3049,1434,1,,4/13/2016,Indonesia,MA IPNU || IKA PMII || ANSOR NU || BANSER NU || KP NU || ACG SQUAD DECDE8 || Ayahe JelitaFZ || Bela Agama Bangsa Negeri.,,,View
6/27/2018,@kodimpurwodadi,Kodim 0717 Purwodadi,Pilkada Jateng 2018.....Sukses,1.01198E+18,https://www.instagram.com/p/BkiAMWLn5TP/?utm_source=ig_twitter_share&igshid=1t0k3fs5i1dso,,,0,1,Instagram,371,31,0,,1/20/2017,"Purwodadi, Indonesia","Jalan Suhada No II, Purwodadi, Kabupaten Grobogan, Jawa Tengah.",http://pendim0717.blogspot.co.id,,View
6/27/2018,@RisnaNurlatifa1,Risna Nurlatifah,beri suara di Pilkada 2018,1.01198E+18,,,,0,0,Facebook,16,42,0,,9/27/2015,,,,,👤
6/27/2018,@kompascom,Kompas.com,"Pasangan calon petahana Syahri Mulyo-Maryoto Bhirowo unggul atas pesaingnya, Margiono-Eko Prisdianto (Mardiko) dalam real count KPU Tulungagung.",1.01198E+18,http://dlvr.it/QYhkwH,,,1,2,dlvr.it,7002813,26,0,✅,3/8/2009,Indonesia,Ketika Perbincangan Dimulai | social@kompas.com | Jernih Melihat Dunia,http://www.kompas.com,,View
6/27/2018,@dayunicute,dayuni,Harapan AHY Soal Pilkada 2018,1.01198E+18,http://bit.ly/2KkXH9Y,,,0,0,Bitly,128,571,0,,3/27/2018,,,,,View
6/27/2018,@teropongmetro,teropong metro,"Berjalan Lancar, Ketua DPR Apresiasi Pilkada Serentak 2018  lewat @teropongmetro",1.01198E+18,http://teropongmetro.com/2018/06/27/berjalan-lancar-ketua-dpr-apresiasi-pilkada-serentak-2018/22/16/58/,https://pbs.twimg.com/media/DgtES3eUcAAXVfv.jpg,,0,1,Twitter Web Client,71,839,0,,12/31/2017,,Portal berita politik yang aktual dan terpercaya,http://www.teropongmetro.com,,View
6/27/2018,@girumon16,ابو باندين السولوى,"Sy perhatikan Pia Pallen belakangan jadi jurkam di bbrp daerah di pilkada tahun 2018 ini. Menang gk calon2 yg dikampanyein mbak Pia itu? -Ismail Fahmi, pengamat politik ternama & kuli excel-",1.01198E+18,,,,0,0,Twitter Web Client,585,1187,25,,9/3/2010,"Tulsa, OK",Mantan calon mahasiswa FK UGM dan Trisakti 2004 || Pernah masuk Warta Caltex tahun 2005,http://girumon16.tumblr.com,,View
6/27/2018,@my_alhadi,alHadi,"Selamat kepada Demokrat dan Golkar, 2 partai besar ini yang menang Pilkada 2018 dari sisi partai. Secara persepsi akar rumput mengindikasikan, bahwa rakyat mengharapkan situasi sosial dan ekonomi sebelum rezim Jokowi....",1.01198E+18,https://www.facebook.com/mpt00/posts/1994418080579010,,,0,0,Facebook,61,174,0,,7/11/2011,,,,,View
6/27/2018,@SepuhDesa,Guru Kampung,"Siapa Saja yang Berhak Dapat Uang Lembur saat Libur Pilkada? ""Tunjangan dan lemb",1.01198E+18,http://finance.detik.com/read/2018/06/27/185709/4086872/4/siapa-saja-yang-berhak-dapat-uang-lembur-saat-libur-pilkada,,,0,0,twittbot.net,120,309,2,,6/3/2015,,,,,View
6/27/2018,@BNews_Borneo,BNewsBorneo,"Hasil Quick Count Pilkada Tabalong, H Anang Syakhfiani - H Mawardi Kembali Unggul Sementara: Kali ini paslon 3, H Anang Syakhfiani- H Mawardi kembali unggul dengan 10.857 suara atau 32,71 persen.",1.01198E+18,http://bit.ly/2IxVkvt,https://pbs.twimg.com/media/DgtEZMmUEAIMx0U.jpg,,0,0,dlvr.it,94,50,5,,2/18/2015,,Memberi kabar tentang Banua dan Dunia,https://www.facebook.com/pages/BNews-Borneo/359062410967139,,View
