Dist_Taxi,Dist_Market,Dist_Hospital,Carpet,Builtup,Parking,City_Category,Rainfall,House_Price,total_jarak,harga_jual
11581.0,11561.0,15935.0,1481.0,1789.0,Not Provided,CAT B,550,6354000,39077.0,6604000
7647.0,7118.0,8842.0,1206.0,1460.0,No Parking,CAT B,810,4199000,23607.0,4449000
10191.0,9752.0,14157.0,1152.0,1393.0,Not Provided,CAT B,860,5438000,34100.0,5688000
8320.0,11644.0,12967.0,1458.0,1757.0,Not Provided,CAT A,850,5860000,32931.0,6110000
6096.0,8908.0,12009.0,1249.0,1510.0,Open,CAT B,660,4895000,27013.0,5145000
6630.0,10006.0,10402.0,1939.0,2333.0,Not Provided,CAT B,830,4067000,27038.0,4317000
6208.0,10158.0,11935.0,1591.0,1919.0,Not Provided,CAT B,640,5234000,28301.0,5484000
5243.0,7079.0,8592.0,1180.0,1397.0,Open,CAT C,750,3914000,20914.0,4164000
10208.0,12161.0,16663.0,1846.0,2195.0,Open,CAT C,1170,4109000,39032.0,4359000
8475.0,8742.0,12781.0,780.0,951.0,Covered,CAT C,790,2560000,29998.0,2810000
11805.0,13503.0,16890.0,1565.0,1854.0,Open,CAT A,900,10090000,42198.0,10340000
7767.0,13460.0,9901.0,1775.0,2104.0,Covered,CAT A,980,10515000,31128.0,10765000
6171.0,5639.0,10068.0,1487.0,1776.0,Not Provided,CAT C,800,4623000,21878.0,4873000
10172.0,12781.0,14850.0,1800.0,2158.0,Open,CAT A,1100,9826000,37803.0,10076000
11264.0,12005.0,13876.0,1209.0,1452.0,Open,CAT C,830,5205000,37145.0,5455000
4775.0,6455.0,7672.0,1691.0,2023.0,No Parking,CAT B,540,6027000,18902.0,6277000
7550.0,12641.0,14060.0,1771.0,2138.0,Not Provided,CAT B,820,5782000,34251.0,6032000
8979.0,10075.0,13734.0,1205.0,1468.0,Open,CAT B,1210,6121000,32788.0,6371000
10022.0,12911.0,16307.0,1819.0,2187.0,Not Provided,CAT B,590,4792000,39240.0,5042000
6741.0,11479.0,11152.0,1357.0,1625.0,Open,CAT A,1140,5216000,29372.0,5466000
10840.0,11137.0,15466.0,1396.0,1673.0,Open,CAT C,690,3274000,37443.0,3524000
11786.0,13969.0,15519.0,1156.0,1398.0,Open,CAT A,140,9237000,41274.0,9487000
9615.0,7904.0,12521.0,1451.0,1734.0,Open,CAT C,670,3488000,30040.0,3738000
7176.0,5779.0,12382.0,1539.0,1829.0,Open,CAT B,650,4658000,25337.0,4908000
15082.0,14700.0,19617.0,1299.0,1560.0,Open,CAT B,770,9661000,49399.0,9911000
9297.0,12537.0,14418.0,1174.0,1429.0,Covered,CAT C,1110,5434000,36252.0,5684000
